id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi
T000011,U003,P020,2024-11-06,16:27,Pemasukan,Makanan,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000011,U003,P024,2024-11-06,16:27,Pemasukan,Frozen Food,1,22000,22000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000012,U003,P024,2026-11-23,22:32,Pemasukan,Frozen Food,5,22000,110000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000012,U003,P025,2026-11-23,22:32,Pemasukan,Frozen Food,1,25000,25000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000012,U003,P016,2026-11-23,22:32,Pemasukan,Makanan,3,35000,105000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000013,U003,P017,2025-03-17,12:15,Pemasukan,Makanan,2,20000,40000,Cash,Ramadan,Harga Normal,Berhasil
T000013,U003,P024,2025-03-17,12:15,Pengeluaran,Frozen Food,4,22000,88000,Cash,Ramadan,Harga Normal,Berhasil
T000014,U002,P009,2025-08-25,15:55,Pemasukan,Sembako,6,28000,142800,Cash,Tidak Ada Event,Diskon 15%,Berhasil
T000014,U002,P010,2025-08-25,15:55,Pemasukan,Sembako,9,12000,91800,Cash,Tidak Ada Event,Diskon 15%,Berhasil
T000014,U002,P012,2025-08-25,15:55,Pemasukan,Snack,2,18000,30600,Cash,Tidak Ada Event,Diskon 15%,Berhasil
T000015,U003,P016,2024-08-05,21:35,Pemasukan,Makanan,2,35000,70000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000016,U001,P002,2025-11-16,18:32,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000017,U004,P029,2025-11-21,09:06,Pemasukan,Bakery,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000017,U004,P026,2025-11-21,09:06,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000018,U001,P004,2025-06-02,19:12,Pemasukan,Minuman,2,10000,20000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000019,U001,P001,2026-07-05,22:06,Pemasukan,Minuman,4,15000,48000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T000019,U001,P002,2026-07-05,22:06,Pemasukan,Minuman,2,20000,32000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T000019,U001,P005,2026-07-05,22:06,Pemasukan,Minuman,1,5000,4000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T000020,U001,P005,2026-03-19,20:59,Pemasukan,Minuman,3,5000,15000,Cash,Ramadan,Harga Normal,Berhasil
T000020,U001,P004,2026-03-19,20:59,Pemasukan,Minuman,1,10000,10000,Cash,Ramadan,Harga Normal,Berhasil
T000020,U001,P001,2026-03-19,20:59,Pemasukan,Minuman,1,15000,15000,Cash,Ramadan,Harga Normal,Berhasil
T000020,U001,P003,2026-03-19,20:59,Pemasukan,Minuman,1,18000,18000,Cash,Ramadan,Harga Normal,Berhasil
T000021,U004,P030,2026-02-27,14:10,Pemasukan,Bakery,1,28000,28000,QRIS,Ramadan,Harga Normal,Berhasil
T000022,U002,P007,2026-06-05,08:56,Pemasukan,Sembako,7,70000,490000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000023,U005,P033,2026-07-21,13:59,Pemasukan,Laundry,7,12000,84000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000024,U006,P040,2026-03-04,17:20,Pemasukan,Fashion,1,50000,50000,Transfer,Ramadan,Harga Normal,Berhasil
T000024,U006,P036,2026-03-04,17:20,Pemasukan,Fashion,2,150000,300000,Transfer,Ramadan,Harga Normal,Berhasil
T000025,U003,P020,2024-09-23,15:23,Pemasukan,Makanan,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000025,U003,P024,2024-09-23,15:23,Pemasukan,Frozen Food,5,22000,110000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000026,U006,P038,2025-08-15,12:16,Pemasukan,Fashion,1,75000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000027,U002,P010,2025-08-23,15:31,Pemasukan,Sembako,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000027,U002,P006,2025-08-23,15:31,Pemasukan,Sembako,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000028,U003,P018,2024-12-27,19:35,Pemasukan,Makanan,5,25000,125000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000029,U003,P016,2026-03-03,20:09,Pemasukan,Makanan,2,35000,70000,Cash,3.3 Sale,Harga Normal,Berhasil
T000029,U003,P021,2026-03-03,20:09,Pemasukan,Frozen Food,1,18000,18000,Cash,3.3 Sale,Harga Normal,Berhasil
T000030,U005,P032,2026-03-24,17:47,Pemasukan,Laundry,6,15000,85500,QRIS,Lebaran,Diskon 5%,Berhasil
T000030,U005,P034,2026-03-24,17:47,Pemasukan,Laundry,7,7000,46550,QRIS,Lebaran,Diskon 5%,Berhasil
T000030,U005,P031,2026-03-24,17:47,Pemasukan,Laundry,4,12000,45600,QRIS,Lebaran,Diskon 5%,Berhasil
T000030,U005,P033,2026-03-24,17:47,Pemasukan,Laundry,2,12000,22800,QRIS,Lebaran,Diskon 5%,Berhasil
T000031,U001,P002,2026-08-30,19:12,Pemasukan,Minuman,2,20000,40000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000031,U001,P005,2026-08-30,19:12,Pemasukan,Minuman,3,5000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000031,U001,P001,2026-08-30,19:12,Pemasukan,Minuman,3,15000,45000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000032,U005,P033,2026-03-17,18:53,Pemasukan,Laundry,3,12000,32400,Cash,Ramadan,Diskon 10%,Berhasil
T000033,U003,P025,2024-08-23,13:38,Pemasukan,Frozen Food,5,25000,125000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000034,U005,P035,2025-08-14,12:02,Pemasukan,Laundry,7,25000,175000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000034,U005,P032,2025-08-14,12:02,Pemasukan,Laundry,6,15000,90000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000034,U005,P034,2025-08-14,12:02,Pemasukan,Laundry,2,7000,14000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000035,U003,P018,2025-12-16,16:42,Pemasukan,Makanan,2,25000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000036,U004,P026,2026-08-25,17:57,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000036,U004,P028,2026-08-25,17:57,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000037,U004,P030,2026-08-23,09:32,Pemasukan,Bakery,3,28000,84000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000038,U002,P013,2025-11-26,10:51,Pemasukan,Snack,5,15000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000039,U001,P004,2026-07-30,21:56,Pemasukan,Minuman,2,10000,20000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000039,U001,P005,2026-07-30,21:56,Pemasukan,Minuman,1,5000,5000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000040,U001,P001,2026-05-29,19:11,Pemasukan,Minuman,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000040,U001,P004,2026-05-29,19:11,Pengeluaran,Minuman,3,10000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000041,U004,P027,2026-06-20,17:57,Pemasukan,Bakery,4,22000,83600,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T000041,U004,P029,2026-06-20,17:57,Pemasukan,Bakery,2,12000,22800,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T000042,U003,P020,2026-09-07,20:31,Pemasukan,Makanan,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000043,U003,P019,2026-01-19,13:08,Pemasukan,Makanan,1,28000,28000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000044,U003,P025,2026-01-21,19:26,Pemasukan,Frozen Food,5,25000,118750,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000044,U003,P016,2026-01-21,19:26,Pengeluaran,Makanan,1,35000,33250,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000045,U003,P025,2026-08-25,18:54,Pemasukan,Frozen Food,4,25000,100000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000045,U003,P019,2026-08-25,18:54,Pemasukan,Makanan,4,28000,112000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000046,U004,P027,2025-09-10,16:43,Pemasukan,Bakery,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000046,U004,P026,2025-09-10,16:43,Pemasukan,Bakery,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000047,U004,P028,2025-02-16,13:11,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000048,U004,P030,2025-07-12,18:53,Pemasukan,Bakery,3,28000,79800,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000048,U004,P026,2025-07-12,18:53,Pemasukan,Bakery,1,18000,17100,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000049,U006,P039,2025-06-11,10:15,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000050,U002,P007,2026-10-09,18:16,Pemasukan,Sembako,5,70000,350000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000050,U002,P008,2026-10-09,18:16,Pengeluaran,Sembako,1,16000,16000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000051,U005,P032,2026-12-26,14:25,Pemasukan,Laundry,5,15000,75000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000051,U005,P031,2026-12-26,14:25,Pemasukan,Laundry,2,12000,24000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000052,U005,P033,2025-03-15,13:34,Pemasukan,Laundry,7,12000,84000,QRIS,Ramadan,Harga Normal,Berhasil
T000052,U005,P031,2025-03-15,13:34,Pemasukan,Laundry,2,12000,24000,QRIS,Ramadan,Harga Normal,Berhasil
T000053,U003,P020,2026-04-26,19:45,Pemasukan,Makanan,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000053,U003,P024,2026-04-26,19:45,Pemasukan,Frozen Food,5,22000,110000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000054,U002,P012,2024-08-25,11:56,Pemasukan,Snack,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000054,U002,P011,2024-08-25,11:56,Pemasukan,Snack,3,12000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000055,U002,P010,2026-02-25,19:16,Pemasukan,Sembako,1,12000,11400,QRIS,Ramadan,Diskon 5%,Berhasil
T000055,U002,P014,2026-02-25,19:16,Pemasukan,Snack,2,14000,26600,QRIS,Ramadan,Diskon 5%,Berhasil
T000056,U006,P039,2026-06-21,17:35,Pemasukan,Fashion,1,120000,120000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000056,U006,P040,2026-06-21,17:35,Pemasukan,Fashion,1,50000,50000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000057,U002,P014,2025-11-18,17:37,Pemasukan,Snack,3,14000,42000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000058,U004,P030,2025-07-05,10:16,Pemasukan,Bakery,2,28000,56000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000059,U006,P036,2026-09-08,14:46,Pemasukan,Fashion,1,150000,150000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000060,U003,P016,2025-01-14,16:00,Pemasukan,Makanan,5,35000,175000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000061,U002,P011,2026-12-01,08:55,Pemasukan,Snack,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000061,U002,P008,2026-12-01,08:55,Pemasukan,Sembako,8,16000,128000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000062,U001,P005,2026-04-09,21:04,Pemasukan,Minuman,3,5000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000063,U002,P014,2024-10-29,15:48,Pemasukan,Snack,4,14000,56000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000063,U002,P012,2024-10-29,15:48,Pemasukan,Snack,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000064,U004,P027,2025-08-09,15:39,Pemasukan,Bakery,2,22000,37400,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T000065,U001,P005,2024-11-26,19:11,Pemasukan,Minuman,3,5000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000065,U001,P004,2024-11-26,19:11,Pemasukan,Minuman,3,10000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000066,U006,P037,2026-08-08,11:43,Pemasukan,Fashion,1,90000,90000,QRIS,8.8 Sale,Harga Normal,Berhasil
T000066,U006,P039,2026-08-08,11:43,Pemasukan,Fashion,1,120000,120000,QRIS,8.8 Sale,Harga Normal,Berhasil
T000067,U002,P010,2024-07-25,07:10,Pemasukan,Sembako,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000067,U002,P013,2024-07-25,07:10,Pemasukan,Snack,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000068,U003,P021,2025-12-09,20:31,Pemasukan,Frozen Food,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000068,U003,P020,2025-12-09,20:31,Pemasukan,Makanan,5,15000,75000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000068,U003,P016,2025-12-09,20:31,Pengeluaran,Makanan,1,35000,35000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000069,U006,P039,2026-01-31,19:02,Pengeluaran,Fashion,1,120000,120000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000069,U006,P038,2026-01-31,19:02,Pemasukan,Fashion,2,75000,150000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000070,U004,P027,2025-01-02,13:22,Pemasukan,Bakery,3,22000,66000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000071,U004,P028,2025-07-23,16:25,Pemasukan,Bakery,3,15000,45000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T000072,U004,P028,2026-03-11,06:42,Pemasukan,Bakery,4,15000,60000,Cash,Ramadan,Harga Normal,Berhasil
T000073,U001,P001,2025-03-01,20:35,Pemasukan,Minuman,2,15000,30000,QRIS,Ramadan,Harga Normal,Berhasil
T000073,U001,P005,2025-03-01,20:35,Pemasukan,Minuman,3,5000,15000,QRIS,Ramadan,Harga Normal,Berhasil
T000074,U005,P032,2026-03-25,09:14,Pemasukan,Laundry,5,15000,67500,QRIS,Lebaran,Diskon 10%,Berhasil
T000074,U005,P034,2026-03-25,09:14,Pemasukan,Laundry,5,7000,31500,QRIS,Lebaran,Diskon 10%,Berhasil
T000075,U004,P030,2026-01-27,09:29,Pemasukan,Bakery,3,28000,84000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000075,U004,P027,2026-01-27,09:29,Pemasukan,Bakery,4,22000,88000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000075,U004,P026,2026-01-27,09:29,Pemasukan,Bakery,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000076,U003,P018,2026-07-28,16:53,Pemasukan,Makanan,5,25000,100000,Cash,Tidak Ada Event,Diskon 20%,Berhasil
T000076,U003,P023,2026-07-28,16:53,Pemasukan,Frozen Food,3,18000,43200,Cash,Tidak Ada Event,Diskon 20%,Berhasil
T000077,U005,P034,2026-02-22,15:59,Pemasukan,Laundry,4,7000,22400,QRIS,Ramadan,Diskon 20%,Berhasil
T000078,U004,P027,2024-11-14,11:47,Pemasukan,Bakery,1,22000,19800,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T000078,U004,P029,2024-11-14,11:47,Pemasukan,Bakery,3,12000,32400,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T000079,U004,P027,2025-01-11,14:58,Pemasukan,Bakery,4,22000,88000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000079,U004,P026,2025-01-11,14:58,Pemasukan,Bakery,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000080,U006,P038,2026-06-12,20:05,Pemasukan,Fashion,1,75000,71250,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000080,U006,P039,2026-06-12,20:05,Pemasukan,Fashion,1,120000,114000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000081,U003,P023,2025-03-04,13:27,Pemasukan,Frozen Food,1,18000,18000,QRIS,Ramadan,Harga Normal,Berhasil
T000081,U003,P018,2025-03-04,13:27,Pemasukan,Makanan,1,25000,25000,QRIS,Ramadan,Harga Normal,Berhasil
T000081,U003,P020,2025-03-04,13:27,Pemasukan,Makanan,3,15000,45000,QRIS,Ramadan,Harga Normal,Berhasil
T000082,U002,P012,2026-06-22,16:43,Pemasukan,Snack,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000082,U002,P009,2026-06-22,16:43,Pemasukan,Sembako,3,28000,84000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000083,U006,P038,2026-01-16,17:16,Pemasukan,Fashion,1,75000,71250,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T000083,U006,P037,2026-01-16,17:16,Pengeluaran,Fashion,2,90000,171000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T000084,U003,P022,2026-04-30,18:44,Pemasukan,Frozen Food,4,15000,57000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000085,U004,P029,2026-05-09,11:36,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000085,U004,P028,2026-05-09,11:36,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000085,U004,P026,2026-05-09,11:36,Pemasukan,Bakery,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000085,U004,P030,2026-05-09,11:36,Pemasukan,Bakery,3,28000,84000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000086,U002,P007,2025-07-27,17:48,Pemasukan,Sembako,8,70000,560000,Transfer,Tidak Ada Event,Harga Normal,Dibatalkan
T000086,U002,P006,2025-07-27,17:48,Pemasukan,Sembako,6,18000,108000,Transfer,Tidak Ada Event,Harga Normal,Dibatalkan
T000086,U002,P010,2025-07-27,17:48,Pemasukan,Sembako,2,12000,24000,Transfer,Tidak Ada Event,Harga Normal,Dibatalkan
T000087,U003,P021,2026-08-19,18:11,Pemasukan,Frozen Food,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000087,U003,P024,2026-08-19,18:11,Pengeluaran,Frozen Food,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000087,U003,P020,2026-08-19,18:11,Pemasukan,Makanan,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000088,U003,P022,2026-10-16,13:29,Pemasukan,Frozen Food,5,15000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000089,U004,P028,2024-10-15,10:34,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000089,U004,P029,2024-10-15,10:34,Pemasukan,Bakery,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000090,U005,P034,2026-08-29,13:58,Pemasukan,Laundry,7,7000,49000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000090,U005,P033,2026-08-29,13:58,Pengeluaran,Laundry,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000091,U003,P024,2025-12-01,13:06,Pemasukan,Frozen Food,5,22000,110000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000091,U003,P022,2025-12-01,13:06,Pemasukan,Frozen Food,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000092,U006,P039,2025-08-10,17:39,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000092,U006,P040,2025-08-10,17:39,Pengeluaran,Fashion,1,50000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000093,U003,P023,2026-01-23,22:22,Pengeluaran,Frozen Food,5,18000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000093,U003,P017,2026-01-23,22:22,Pemasukan,Makanan,1,20000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000093,U003,P019,2026-01-23,22:22,Pengeluaran,Makanan,2,28000,56000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000093,U003,P021,2026-01-23,22:22,Pemasukan,Frozen Food,5,18000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000094,U005,P035,2025-09-01,17:13,Pengeluaran,Laundry,3,25000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000094,U005,P031,2025-09-01,17:13,Pemasukan,Laundry,5,12000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000094,U005,P032,2025-09-01,17:13,Pemasukan,Laundry,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000095,U001,P001,2024-10-05,18:22,Pemasukan,Minuman,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000096,U005,P031,2025-05-28,19:04,Pengeluaran,Laundry,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000096,U005,P034,2025-05-28,19:04,Pemasukan,Laundry,1,7000,7000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000097,U006,P039,2026-10-16,14:29,Pemasukan,Fashion,1,120000,120000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000097,U006,P040,2026-10-16,14:29,Pemasukan,Fashion,2,50000,100000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000098,U001,P005,2025-10-30,22:09,Pengeluaran,Minuman,4,5000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000098,U001,P003,2025-10-30,22:09,Pemasukan,Minuman,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000099,U005,P035,2026-04-17,09:50,Pemasukan,Laundry,7,25000,166250,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T000099,U005,P032,2026-04-17,09:50,Pemasukan,Laundry,4,15000,57000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T000100,U004,P028,2025-11-13,12:46,Pemasukan,Bakery,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000100,U004,P027,2025-11-13,12:46,Pemasukan,Bakery,1,22000,22000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000101,U001,P001,2026-02-11,19:35,Pemasukan,Minuman,3,15000,38250,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T000101,U001,P004,2026-02-11,19:35,Pemasukan,Minuman,4,10000,34000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T000102,U006,P037,2025-06-22,14:38,Pemasukan,Fashion,1,90000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000102,U006,P039,2025-06-22,14:38,Pemasukan,Fashion,2,120000,240000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000103,U003,P025,2024-11-09,16:36,Pemasukan,Frozen Food,3,25000,71250,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000103,U003,P024,2024-11-09,16:36,Pemasukan,Frozen Food,3,22000,62700,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000103,U003,P016,2024-11-09,16:36,Pengeluaran,Makanan,3,35000,99750,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000103,U003,P020,2024-11-09,16:36,Pemasukan,Makanan,3,15000,42750,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T000104,U002,P014,2026-05-30,08:09,Pemasukan,Snack,2,14000,23800,Transfer,Tidak Ada Event,Diskon 15%,Berhasil
T000105,U004,P030,2025-09-15,08:23,Pemasukan,Bakery,2,28000,56000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000105,U004,P026,2025-09-15,08:23,Pemasukan,Bakery,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000105,U004,P029,2025-09-15,08:23,Pemasukan,Bakery,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000106,U004,P028,2026-02-10,15:28,Pemasukan,Bakery,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000106,U004,P029,2026-02-10,15:28,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T000107,U003,P019,2024-08-30,15:25,Pemasukan,Makanan,2,28000,56000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T000108,U003,P024,2025-06-15,13:00,Pemasukan,Frozen Food,2,22000,44000,Cash,Tidak Ada Event,Harga Normal,Berhasil
